Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2021-04-20 20:42:00,56781.81,56903.9,56781.81,56868.19,3.84,218382.65,56864.3
2021-04-20 20:43:00,56868.19,56868.19,56818.77,56838.48,8.59,488449.88,56831.06
2021-04-20 20:44:00,56830,56889.4,56830,56875.25,5.96,338668.47,56841.53
2021-04-20 20:45:00,56895.36,56900,56867.28,56900,8.65,491861.63,56880.57
2021-04-20 20:46:00,56900,56945.84,56880.96,56931.58,4.77,271359.64,56914.01
2021-04-20 20:47:00,56930.22,56946.04,56920,56928.71,5.09,289722.18,56923.61
2021-04-20 20:48:00,56928.71,56932.3,56890,56907.97,8.1,460790.85,56918.28
2021-04-20 20:49:00,56924.66,56990.27,56914.7,56975.35,6.4,364301.28,56959.03
2021-04-20 20:50:00,56975.79,56983.04,56947.75,56947.75,12.56,715881.86,56975.79
2021-04-20 20:51:00,56956.72,56965.77,56907.88,56919.71,1.69,96294.77,56940.69
2021-04-20 20:52:00,56904.35,56932.28,56874.45,56894.55,15.32,871927.06,56904.3
